id,schedule_code,effective_date,change_type,li_item_id,pbs_code,drug_id,brand_name,old_value,new_value,affected_items,significance,notes,created_at
2541,1983062564,2092-01-01T00:00:00.000Z,delisted,10104T_13914_30617_30622_30624,10104T,1000002,Ferinject,"{""pbs_code"":""10104T"",""formulary"":""F2"",""brand_name"":""Ferinject"",""li_item_id"":""10104T_13914_30617_30622_30624"",""determined_price"":40.97}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2542,1983062564,2092-01-01T00:00:00.000Z,delisted,10104T_13914_30617_30622_68214,10104T,1000002,Ferric Carboxymaltose-Teva,"{""pbs_code"":""10104T"",""formulary"":""F2"",""brand_name"":""Ferric Carboxymaltose-Teva"",""li_item_id"":""10104T_13914_30617_30622_68214"",""determined_price"":40.97}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2543,1983062564,2092-01-01T00:00:00.000Z,delisted,10104T_13914_30617_30622_68217,10104T,1000002,Ferrive,"{""pbs_code"":""10104T"",""formulary"":""F2"",""brand_name"":""Ferrive"",""li_item_id"":""10104T_13914_30617_30622_68217"",""determined_price"":40.97}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2544,1983062564,2092-01-01T00:00:00.000Z,delisted,10104T_13914_30617_30622_68219,10104T,1000002,FERIVO,"{""pbs_code"":""10104T"",""formulary"":""F2"",""brand_name"":""FERIVO"",""li_item_id"":""10104T_13914_30617_30622_68219"",""determined_price"":40.97}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2545,1983062564,2092-01-01T00:00:00.000Z,delisted,10104T_13914_30617_30622_68865,10104T,1000002,FERRICARBO,"{""pbs_code"":""10104T"",""formulary"":""F2"",""brand_name"":""FERRICARBO"",""li_item_id"":""10104T_13914_30617_30622_68865"",""determined_price"":40.97}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2546,1983062564,2092-01-01T00:00:00.000Z,delisted,11702X_23004_30617_47149_47151,11702X,1000002,Ferinject,"{""pbs_code"":""11702X"",""formulary"":""F2"",""brand_name"":""Ferinject"",""li_item_id"":""11702X_23004_30617_47149_47151"",""determined_price"":81.94}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2547,1983062564,2092-01-01T00:00:00.000Z,delisted,11702X_23004_30617_47149_68215,11702X,1000002,Ferric Carboxymaltose-Teva,"{""pbs_code"":""11702X"",""formulary"":""F2"",""brand_name"":""Ferric Carboxymaltose-Teva"",""li_item_id"":""11702X_23004_30617_47149_68215"",""determined_price"":81.94}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2548,1983062564,2092-01-01T00:00:00.000Z,delisted,11702X_23004_30617_47149_68216,11702X,1000002,Ferrive,"{""pbs_code"":""11702X"",""formulary"":""F2"",""brand_name"":""Ferrive"",""li_item_id"":""11702X_23004_30617_47149_68216"",""determined_price"":81.94}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2549,1983062564,2092-01-01T00:00:00.000Z,delisted,11702X_23004_30617_47149_68218,11702X,1000002,FERIVO,"{""pbs_code"":""11702X"",""formulary"":""F2"",""brand_name"":""FERIVO"",""li_item_id"":""11702X_23004_30617_47149_68218"",""determined_price"":81.94}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2550,1983062564,2092-01-01T00:00:00.000Z,delisted,11702X_23004_30617_47149_68864,11702X,1000002,FERRICARBO,"{""pbs_code"":""11702X"",""formulary"":""F2"",""brand_name"":""FERRICARBO"",""li_item_id"":""11702X_23004_30617_47149_68864"",""determined_price"":81.94}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2551,1983062564,2092-01-01T00:00:00.000Z,delisted,10201X_15315_34257_34261_34264,10201X,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""10201X"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""10201X_15315_34257_34261_34264"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2552,1983062564,2092-01-01T00:00:00.000Z,delisted,10201X_15315_34257_34261_45176,10201X,2100002999,Ezalo Composite Pack 10mg+20mg,"{""pbs_code"":""10201X"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+20mg"",""li_item_id"":""10201X_15315_34257_34261_45176"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2553,1983062564,2092-01-01T00:00:00.000Z,delisted,10201X_15315_34257_34261_56436,10201X,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""10201X"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""10201X_15315_34257_34261_56436"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2554,1983062564,2092-01-01T00:00:00.000Z,delisted,10201X_15315_34257_34261_59702,10201X,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/20 mg,"{""pbs_code"":""10201X"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/20 mg"",""li_item_id"":""10201X_15315_34257_34261_59702"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2555,1983062564,2092-01-01T00:00:00.000Z,delisted,10204C_15312_34257_34269_34272,10204C,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""10204C"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""10204C_15312_34257_34269_34272"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2556,1983062564,2092-01-01T00:00:00.000Z,delisted,10204C_15312_34257_34269_45178,10204C,2100002999,Ezalo Composite Pack 10mg+5mg,"{""pbs_code"":""10204C"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+5mg"",""li_item_id"":""10204C_15312_34257_34269_45178"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2557,1983062564,2092-01-01T00:00:00.000Z,delisted,10204C_15312_34257_34269_59711,10204C,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/5 mg,"{""pbs_code"":""10204C"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/5 mg"",""li_item_id"":""10204C_15312_34257_34269_59711"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2558,1983062564,2092-01-01T00:00:00.000Z,delisted,10207F_15316_34257_34265_34268,10207F,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""10207F"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""10207F_15316_34257_34265_34268"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2559,1983062564,2092-01-01T00:00:00.000Z,delisted,10207F_15316_34257_34265_45177,10207F,2100002999,Ezalo Composite Pack 10mg+40mg,"{""pbs_code"":""10207F"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+40mg"",""li_item_id"":""10207F_15316_34257_34265_45177"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2560,1983062564,2092-01-01T00:00:00.000Z,delisted,10207F_15316_34257_34265_56437,10207F,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""10207F"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""10207F_15316_34257_34265_56437"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2561,1983062564,2092-01-01T00:00:00.000Z,delisted,10207F_15316_34257_34265_59708,10207F,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/40 mg,"{""pbs_code"":""10207F"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/40 mg"",""li_item_id"":""10207F_15316_34257_34265_59708"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2562,1983062564,2092-01-01T00:00:00.000Z,delisted,10208G_15314_34257_34258_34273,10208G,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""10208G"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""10208G_15314_34257_34258_34273"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2563,1983062564,2092-01-01T00:00:00.000Z,delisted,10208G_15314_34257_34258_45175,10208G,2100002999,Ezalo Composite Pack 10mg+10mg,"{""pbs_code"":""10208G"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+10mg"",""li_item_id"":""10208G_15314_34257_34258_45175"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2564,1983062564,2092-01-01T00:00:00.000Z,delisted,10208G_15314_34257_34258_56435,10208G,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""10208G"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""10208G_15314_34257_34258_56435"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2565,1983062564,2092-01-01T00:00:00.000Z,delisted,10208G_15314_34257_34258_59714,10208G,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/10 mg,"{""pbs_code"":""10208G"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/10 mg"",""li_item_id"":""10208G_15314_34257_34258_59714"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2566,1983062564,2092-01-01T00:00:00.000Z,delisted,13480L_15315_34257_34261_34264,13480L,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""13480L"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""13480L_15315_34257_34261_34264"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2567,1983062564,2092-01-01T00:00:00.000Z,delisted,13480L_15315_34257_34261_45176,13480L,2100002999,Ezalo Composite Pack 10mg+20mg,"{""pbs_code"":""13480L"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+20mg"",""li_item_id"":""13480L_15315_34257_34261_45176"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2568,1983062564,2092-01-01T00:00:00.000Z,delisted,13480L_15315_34257_34261_56436,13480L,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""13480L"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""13480L_15315_34257_34261_56436"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2569,1983062564,2092-01-01T00:00:00.000Z,delisted,13480L_15315_34257_34261_59702,13480L,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/20 mg,"{""pbs_code"":""13480L"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/20 mg"",""li_item_id"":""13480L_15315_34257_34261_59702"",""determined_price"":13.88}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2570,1983062564,2092-01-01T00:00:00.000Z,delisted,13537L_15316_34257_34265_34268,13537L,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""13537L"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""13537L_15316_34257_34265_34268"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2571,1983062564,2092-01-01T00:00:00.000Z,delisted,13537L_15316_34257_34265_45177,13537L,2100002999,Ezalo Composite Pack 10mg+40mg,"{""pbs_code"":""13537L"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+40mg"",""li_item_id"":""13537L_15316_34257_34265_45177"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2572,1983062564,2092-01-01T00:00:00.000Z,delisted,13537L_15316_34257_34265_56437,13537L,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""13537L"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""13537L_15316_34257_34265_56437"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2573,1983062564,2092-01-01T00:00:00.000Z,delisted,13537L_15316_34257_34265_59708,13537L,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/40 mg,"{""pbs_code"":""13537L"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/40 mg"",""li_item_id"":""13537L_15316_34257_34265_59708"",""determined_price"":13.59}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2574,1983062564,2092-01-01T00:00:00.000Z,delisted,13569E_15314_34257_34258_34273,13569E,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""13569E"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""13569E_15314_34257_34258_34273"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2575,1983062564,2092-01-01T00:00:00.000Z,delisted,13569E_15314_34257_34258_45175,13569E,2100002999,Ezalo Composite Pack 10mg+10mg,"{""pbs_code"":""13569E"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+10mg"",""li_item_id"":""13569E_15314_34257_34258_45175"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2576,1983062564,2092-01-01T00:00:00.000Z,delisted,13569E_15314_34257_34258_56435,13569E,2100002999,Pharmacor Ezetimibe Rosuvastatin Composite Pack,"{""pbs_code"":""13569E"",""formulary"":""F2"",""brand_name"":""Pharmacor Ezetimibe Rosuvastatin Composite Pack"",""li_item_id"":""13569E_15314_34257_34258_56435"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2577,1983062564,2092-01-01T00:00:00.000Z,delisted,13569E_15314_34257_34258_59714,13569E,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/10 mg,"{""pbs_code"":""13569E"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/10 mg"",""li_item_id"":""13569E_15314_34257_34258_59714"",""determined_price"":12.04}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2578,1983062564,2092-01-01T00:00:00.000Z,delisted,13629H_15312_34257_34269_34272,13629H,2100002999,Rosuzet Composite Pack,"{""pbs_code"":""13629H"",""formulary"":""F2"",""brand_name"":""Rosuzet Composite Pack"",""li_item_id"":""13629H_15312_34257_34269_34272"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2579,1983062564,2092-01-01T00:00:00.000Z,delisted,13629H_15312_34257_34269_45178,13629H,2100002999,Ezalo Composite Pack 10mg+5mg,"{""pbs_code"":""13629H"",""formulary"":""F2"",""brand_name"":""Ezalo Composite Pack 10mg+5mg"",""li_item_id"":""13629H_15312_34257_34269_45178"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2580,1983062564,2092-01-01T00:00:00.000Z,delisted,13629H_15312_34257_34269_59711,13629H,2100002999,Ezetimibe - Rosuvastatin Sandoz 10 mg/5 mg,"{""pbs_code"":""13629H"",""formulary"":""F2"",""brand_name"":""Ezetimibe - Rosuvastatin Sandoz 10 mg/5 mg"",""li_item_id"":""13629H_15312_34257_34269_59711"",""determined_price"":10.75}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
2581,1983062564,2092-01-01T00:00:00.000Z,delisted,10399H_10037_1189_5419_45576,10399H,2100003000,Hadlima,"{""pbs_code"":""10399H"",""formulary"":""F2"",""brand_name"":""Hadlima"",""li_item_id"":""10399H_10037_1189_5419_45576"",""determined_price"":444.17}",,,normal,PBS listing was present in the previous schedule and is now absent.,2026-08-29T11:14:36.234Z
